binding_energy_eV,raw_intensity,background,component:aromatic_C-C_C=C,component:C-N_C-Cl_methoxy_C,component:imide_N-C=O,component:acid_O-C=O,total_fit,residual
293.8000537109374,20540.172234582144,19095.624939857495,258.94041633677335,135.4225120149564,139.14505895131893,165.81141185674682,19794.94433901729,745.2278955648544
293.9000537109375,19995.487178900723,19148.483098485856,253.53336807980378,132.26019838064954,134.64445640824877,158.4133656912071,19827.334487045766,168.15269185495708
294.00005371093744,20559.504783467914,19201.341257114098,248.29365608532726,129.2071390286136,130.35782259310793,151.49613722091735,19860.696012042063,698.8087714258509
294.10005371093735,20160.310550322047,19254.19941574234,243.2144569437306,126.25836892072856,126.2718613196391,145.01779774441206,19894.96190067085,265.3486496511978
294.2000537109375,20429.56999264223,19307.057574370698,238.28929098328098,123.40920131529256,122.37428921471398,138.9414670798404,19930.071822963826,499.49816967840525
294.3000537109374,20503.622934499224,19359.91573299894,233.51200173026845,120.6552092939537,118.65374490067751,133.23440754717112,19965.97109647101,537.6518380282141
294.4000537109375,20227.347581317055,19412.773891627297,228.87673678462167,117.99220870064187,115.09970750035357,127.86734884657164,20002.609893459485,224.73768785757056
294.50005371093744,19538.83323648494,19465.63205025554,224.3779300010322,115.41624237088259,111.70242339140896,122.8139738042905,20039.942619823152,-501.10938333821105
294.60005371093735,19917.334275090547,19518.490208883777,220.0102848745708,112.92356554119354,108.45284027283307,118.05051681941012,20077.927416391783,-160.59314130123676
294.7000537109375,20636.884296860913,19571.34836751214,215.76875903901774,110.51063233904611,105.34254772433977,113.55544226508702,20116.52574887963,520.3585479812828
294.8000537109374,20860.467532160463,19624.206526140377,211.6485497935713,108.17408326300799,102.36372354067812,109.30918072632812,20155.702063463963,704.7654686964997
294.9000537109375,19813.787873227993,19677.06468476874,207.6450805807186,105.91073357108704,99.50908521062729,105.29390814164783,20195.42349227282,-381.63561904482776
295.00005371093744,20787.338415028797,19729.922843396977,203.75398834481575,103.71756250301544,96.77184598672501,101.4933576979478,20235.65959792948,551.6788170993168
295.10005371093735,20612.54020575755,19782.781002025215,199.97111170625374,101.59170326869402,94.14567505742598,97.89265747419131,20276.38214953178,336.15805622576954
295.2000537109375,19952.69552284969,19835.639160653576,196.29247989191578,99.53043374140236,91.62466139117907,94.47818888933742,20317.56492456741,-364.8694017177186
295.3000537109374,20000.793108999005,19888.497319281818,192.71430236713832,97.53116779968869,89.2032808717145,91.23746235928913,20359.18353267965,-358.39042368064474
295.4000537109375,20576.108964076862,19941.355477910176,189.23295911881146,95.591447266818,86.8763663875351,88.15900746083074,20401.21525814417,174.89370593269268
295.50005371093744,20343.792742110592,19994.213636538418,185.84499154355228,93.70893440128894,84.63908057699727,85.23227550325333,20443.63891856351,-99.84617645291655
295.60005371093735,20195.93085672167,20047.07179516666,182.54709389809534,91.88140489572142,82.48689096352507,82.44755282586516,20486.434737749867,-290.5038810281985
295.7000537109375,19885.353575124158,20099.92995379502,179.3361052728352,90.10674134532276,80.41554724516557,79.79588344014886,20529.58423109849,-644.2306559743338
295.8000537109374,19324.109273960446,20152.78811242326,176.2090020522229,88.38292715029364,78.42106052830468,77.26899985899331,20573.070102013073,-1248.9608280526263
295.9000537109375,19565.109132609992,20205.64627105162,173.1628908285284,86.70804081954576,76.4996843180945,74.85926112876231,20616.87614814655,-1051.7670155365595
296.00005371093744,20487.8750765429,20258.50442967986,170.19500173828285,85.08025064596454,74.64789709832719,72.55959721866786,20660.987176381102,-173.112099838203
296.10005371093735,20509.38120787946,20311.362588308097,167.30268219266534,83.49780972570646,72.86238635092343,70.36345903517282,20705.388925612566,-196.00771773310407
296.2000537109375,20875.43172293344,20364.22074693646,164.48339097563067,81.95905129648362,71.14003388108802,68.26477342440981,20750.06799651407,125.36372641937123
296.3000537109374,20140.063595368487,20417.078905564696,161.73469268529522,80.46238437169686,69.4779023278742,66.25790260587083,20795.011787555435,-654.9481921869483
296.4000537109375,19868.435226122878,20469.937064193058,159.05425249591715,79.00628964914797,67.87322275218975,64.33760754950399,20840.208436639816,-971.773210516938
296.50005371093744,20455.206410587045,20522.795222821296,156.43983121968253,77.58931567487849,66.32338320531446,62.499014867830674,20885.646767789003,-430.44035720195825
296.60005371093735,20141.55156068795,20575.653381449538,153.88928064869106,76.21007524404195,64.82591819048704,60.73758684578416,20931.316242378543,-789.7646816905944
296.7000537109375,20761.968913687368,20628.511540077896,151.40053915927814,74.86724202231625,63.378498938961386,59.04909427580889,20977.20691447426,-215.23800078689237
296.8000537109374,20712.462716099002,20681.36969870614,148.97162756188362,73.55954737253481,61.978924429497525,57.42959180442435,21023.30938987448,-310.84667377547885
296.9000537109375,21035.976402888577,20734.2278573345,146.60064518087754,72.2857773724016,60.62511308713489,55.87539553035529,21069.614788505267,-33.63838561669036
297.00005371093744,20441.84283181083,20787.08601596274,144.28576615004079,71.04477001033969,59.315095103348575,54.3830626240835,21116.114709850553,-674.2718780397227
297.10005371093735,20779.968394816868,20839.94417459098,142.0252359101064,69.83541254734679,58.04700532501028,52.94937276442007,21162.801201137863,-382.8328063209956
297.2000537109375,20805.36437466315,20892.80233321934,139.81736789600131,68.65663903380185,56.81907666467573,51.571311210663865,21209.666728024484,-404.3023533613341
297.3000537109374,20331.552756323003,20945.66049184758,137.66054040209718,67.50742797089265,55.62963398902595,50.24605334878326,21256.70414755838,-925.1513912353767
297.4000537109375,20334.09284673422,20998.51865047594,135.5531936145844,66.38680010710397,54.47708844626491,48.970950567670016,21303.906683211564,-969.813836477344
297.50005371093744,20468.722854650154,21051.37680910418,133.4938268009904,65.29381636099653,53.35993219693739,47.74351733712967,21351.26790180023,-882.5450471500772
297.60005371093735,20705.907853635726,21104.234967732416,131.48099564727312,64.22757586200787,52.27673351569094,46.56141937279421,21398.781692130182,-692.8738384944554
297.7000537109375,21392.918875650725,21157.093126360778,129.5133097338211,63.187214101740885,51.22613223454721,45.42246278540595,21446.442245216294,-53.52336956556974
297.8000537109374,20822.909268519452,21209.95128498902,127.58943014210216,62.17190118866001,50.20683550076112,44.324584122520676,21494.244035943062,-671.3347674236102
297.9000537109375,20940.62897068623,21262.809443617378,125.70806718425308,61.180840199621386,49.217613824708295,43.265841220174046,21542.181806046134,-601.5528353599038
298.00005371093744,21315.66760224562,21315.667602245616,123.86797824855628,60.21326562220689,48.25729739545022,42.24440479055982,21590.25054830239,-274.5829460567693
